Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2005101794712,2005-10-12 00:00:00,2005-10-04 00:00:00,BNA,Nashville International,American Airlines,Passenger Property Loss,Checked Baggage,Medicines,218.67,Approved,218.67,Approve in Full,8.0,0.0
2009032656948,2009-03-13 00:00:00,2009-01-31 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,75.62,Approved,75.62,Approve in Full,41.0,0.0
2005071889111,2005-07-15 00:00:00,2005-06-11 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Other,Clothing - Shoes; belts; accessories; etc.,155.0,Denied,0.0,Deny,34.0,155.0
0718032M,2003-07-18 00:00:00,2003-05-13 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Denied,0.0,Deny,66.0,60.0
2006011299471,2006-01-09 00:00:00,2006-01-02 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,105.95,Approved,105.95,Approve in Full,7.0,0.0
2006022302027,2006-02-16 00:00:00,2006-02-12 00:00:00,TPA,Tampa International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,68.6,Settled,34.4,Settle,4.0,34.199999999999996
0202028M,2004-02-02 00:00:00,2003-12-12 00:00:00,MKE,General Mitchell International Airport,Northwest Airlines,Property Damage,Checkpoint,Cameras - Digital,50.0,Settled,40.0,Settle,52.0,10.0
2006110114952,2006-10-27 00:00:00,2006-10-22 00:00:00,MCO,Orlando International Airport,Air Jamaica,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,357.0,Denied,0.0,Deny,5.0,357.0
2004091062586,2004-08-26 00:00:00,2004-08-07 00:00:00,LIT,Little Rock National,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,100.0,Denied,0.0,Deny,19.0,100.0
2007060526307,2007-06-01 00:00:00,2007-04-14 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,25.56,Approved,25.56,Approve in Full,48.0,0.0
0210029M,2004-02-10 00:00:00,2004-01-28 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Fish/Game,150.0,Approved,150.0,Approve in Full,13.0,0.0
2008121553399,2008-12-09 00:00:00,2008-07-14 00:00:00,SAN,San Diego International,American Airlines,Property Damage,Checked Baggage,Locks,13.47,Denied,0.0,Deny,148.0,13.47
2004060754997,2004-05-04 00:00:00,2004-04-26 00:00:00,CMH,Port Columbus International,Southwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,200.0,Settled,100.0,Settle,8.0,100.0
2006122617958,2006-12-21 00:00:00,2006-12-11 00:00:00,LGB,Long Beach,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Settled,25.0,Settle,10.0,25.0
2008070346563,2008-06-30 00:00:00,2008-06-29 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),134.77,Denied,0.0,Deny,1.0,134.77
2005051784819,2005-05-13 00:00:00,2005-04-11 00:00:00,DCA,Ronald Reagan Washington National Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,7.34,Approved,7.34,Approve in Full,32.0,0.0
2008031240893,2008-03-03 00:00:00,2008-02-19 00:00:00,GUM,Guam,Korean Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),600.0,Denied,0.0,Deny,13.0,600.0
17705,2002-12-13 00:00:00,2002-09-02 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),174.49,Settled,113.42,Settle,102.0,61.07000000000001
2006091812742,2006-09-13 00:00:00,2006-08-17 00:00:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,110.0,Settled,70.85,Settle,27.0,39.150000000000006
2009090163224,2009-08-31 00:00:00,2009-07-25 00:00:00,LNK,Lincoln Municipal,Northwest Airlines,Passenger Property Loss,Checked Baggage,Medicines,120.0,Denied,0.0,Deny,37.0,120.0
2004051752482,2004-04-06 00:00:00,2003-12-22 00:00:00,IAD,Washington Dulles International,Western Pacific Airlines Inc Westpac,Property Damage,Checked Baggage,Computer - Laptop,95.11,Denied,0.0,Deny,106.0,95.11
2006101814143,2006-10-10 00:00:00,2006-09-21 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Property Damage,Checked Baggage,Books - Other (Hardcover non-fiction); Clothing - Shoes; belts; accessories; etc.; Linens - Quilts; Comforters; Luggage (all types including footlockers); Other; Video Recordings - Laser Discs,303.07,Denied,0.0,Deny,19.0,303.07
2009092463981,2009-09-17 00:00:00,2009-07-01 00:00:00,MEM,Memphis International Airport,Delta Air Lines,Property Damage,Checkpoint,Photographic Film,50.0,Denied,0.0,Deny,78.0,50.0
2009041657670,2009-03-31 00:00:00,2009-02-22 00:00:00,LAS,McCarran International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,300.0,Denied,0.0,Deny,37.0,300.0
2009030555921,2009-02-11 00:00:00,2008-12-14 00:00:00,LAX,Los Angeles International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),14.88,Denied,0.0,Deny,59.0,14.88
2008101451089,2008-10-10 00:00:00,2008-10-01 00:00:00,CMH,Port Columbus International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),30.0,Denied,0.0,Deny,9.0,30.0
2008063046339,2008-06-25 00:00:00,2008-05-15 00:00:00,RIC,Richmond International,American Airlines,Passenger Property Loss,Checkpoint,Other,15.0,Denied,0.0,Deny,41.0,15.0
2005092193088,2005-09-14 00:00:00,2005-09-01 00:00:00,PDX,Portland International,UAL,Property Damage,Checked Baggage,Locks,9.95,Denied,0.0,Deny,13.0,9.95
0130189M,2004-01-30 00:00:00,2003-12-17 00:00:00,SJC,Norman Y Mineta San Jose International,Delta Air Lines,Property Damage,Other,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,44.0,0.0
2004081161165,2004-07-16 00:00:00,2003-04-07 00:00:00,PHX,Phoenix Sky Harbor International,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),800.0,Denied,0.0,Deny,466.0,800.0
0610007L,2003-06-10 00:00:00,2003-05-17 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,40.0,Approved,40.0,Approve in Full,24.0,0.0
2007090631468,2007-09-05 00:00:00,2007-08-22 00:00:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,200.0,Denied,0.0,Deny,14.0,200.0
2007071128139,2007-07-09 00:00:00,2007-07-05 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),130.0,Denied,0.0,Deny,4.0,130.0
2006101714097,2006-10-10 00:00:00,2006-10-01 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks; Other,95.0,Settled,35.0,Settle,9.0,60.0
2008041142464,2008-04-03 00:00:00,2008-03-12 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),200.0,Denied,0.0,Deny,22.0,200.0
2009012654931,2009-01-15 00:00:00,2008-11-22 00:00:00,FNT,Bishop International; Flint,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),55.47,Denied,0.0,Deny,54.0,55.47
2004102265538,2004-09-09 00:00:00,2004-07-08 00:00:00,PWM,Portland International Jetport,American Airlines,Property Damage,Checked Baggage,Other,73.83,Approved,61.5,Approve in Full,63.0,12.329999999999998
2006061508017,2006-06-14 00:00:00,2006-06-02 00:00:00,ICT,Wichita Mid-Continent,Delta Air Lines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),21.29,Approved,21.29,Approve in Full,12.0,0.0
2006012300092,2006-01-18 00:00:00,2005-12-15 00:00:00,RDM,Roberts Field,Alaska Airlines,Property Damage,Checked Baggage,Other,25.0,Approved,25.0,Approve in Full,34.0,0.0
2004122771016,2004-10-27 00:00:00,2004-10-05 00:00:00,LGA,LaGuardia,American Airlines,Property Damage,Checked Baggage,Other,66.81,Approved,66.81,Approve in Full,22.0,0.0
2006082911722,2006-08-24 00:00:00,2006-07-22 00:00:00,PHX,Phoenix Sky Harbor International,ATA Aerocondor,Passenger Property Loss,Checkpoint,Batteries - Dry cell only; Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),150.02,Denied,0.0,Deny,33.0,150.02
2009111865457,2009-11-10 00:00:00,2009-11-04 14:17:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),729.0,Denied,0.0,Deny,5.0,729.0
2006060807623,2006-06-06 00:00:00,2006-05-11 00:00:00,CMH,Port Columbus International,USAir,Passenger Property Loss,Checked Baggage,Medical Equipment & Insturments,100.0,Settled,50.0,Settle,26.0,50.0
2005053185547,2005-05-24 00:00:00,2005-04-18 00:00:00,DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Approved,50.0,Approve in Full,36.0,0.0
2009080362129,2009-07-29 00:00:00,2009-07-09 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,52.5,Denied,0.0,Deny,20.0,52.5
2006121917398,2006-12-11 00:00:00,2006-10-13 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,105.93,Denied,0.0,Deny,59.0,105.93
2008082549052,2008-08-25 00:00:00,2008-08-14 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; Toys (game systems; cartridges; radio controlled cars; etc.),249.99,Denied,0.0,Deny,11.0,249.99
2007120536036,2007-11-30 00:00:00,2007-10-28 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checkpoint,Watches - Expensive more than $100,260.0,Denied,0.0,Deny,33.0,260.0
2008011537967,2008-01-09 00:00:00,2007-06-07 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Luggage (all types including footlockers),20.55,Denied,0.0,Deny,216.0,20.55
2009010554023,2008-12-24 00:00:00,2008-12-14 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Property Damage,Checked Baggage,Other,90.0,Approved,90.0,Approve in Full,10.0,0.0
2005010372318,2004-12-14 00:00:00,2004-10-14 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,135.04,Approved,135.04,Approve in Full,61.0,0.0
2005060885942,2005-05-31 00:00:00,2005-03-23 00:00:00,PBI,Palm Beach International,Delta (Song),Property Damage,Checkpoint,PDA - Personal Data Assistants,171.0,Denied,0.0,Deny,69.0,171.0
2006050105565,2006-04-24 00:00:00,2006-03-31 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,550.0,Denied,0.0,Deny,24.0,550.0
2008053045065,2008-05-27 00:00:00,2008-05-17 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,809.48,Denied,0.0,Deny,10.0,809.48
0829016M,2003-08-29 00:00:00,2003-07-09 00:00:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,110.0,Settled,65.0,Settle,51.0,45.0
2005042783534,2005-04-25 00:00:00,2005-04-08 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Locks,150.0,Denied,0.0,Deny,17.0,150.0
2007022621519,2007-02-22 00:00:00,2006-12-29 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Watches - Expensive more than $100,704.0,Denied,0.0,Deny,55.0,704.0
0804003M,2003-08-04 00:00:00,2003-06-30 00:00:00,MKE,General Mitchell International Airport,USAir,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),194.0,Approved,194.0,Approve in Full,35.0,0.0
2008111952483,2008-11-13 00:00:00,2008-09-23 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Alcoholic beverages; Locks; Other,104.78,Denied,0.0,Deny,51.0,104.78
2006082311448,2006-08-17 00:00:00,2006-07-08 00:00:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,57.96,Denied,0.0,Deny,40.0,57.96
2005080490076,2005-07-28 00:00:00,2005-06-17 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Cell Phones,31.24,Approved,31.24,Approve in Full,41.0,0.0
2009051958999,2009-05-04 00:00:00,2009-04-13 00:00:00,MIA,Miami International Airport,Air France,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,21.0,200.0
2004122771060,2004-11-23 00:00:00,2004-11-07 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,52.49,Approved,52.49,Approve in Full,16.0,0.0
2008030640573,2008-02-22 00:00:00,2008-02-07 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,39.25,Approved,39.25,Approve in Full,15.0,0.0
2006082311451,2006-08-18 00:00:00,2006-08-03 00:00:00,DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,500.0,Denied,0.0,Deny,15.0,500.0
2005090992315,2005-08-31 00:00:00,2005-07-11 00:00:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),320.48,Denied,0.0,Deny,51.0,320.48
2008091850104,2008-09-16 00:00:00,2008-08-31 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks; Luggage (all types including footlockers),44.0,Denied,0.0,Deny,16.0,44.0
2006032203549,2006-03-17 00:00:00,2006-03-03 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,540.01,Denied,0.0,Deny,14.0,540.01
2005120196747,2005-11-18 00:00:00,2005-10-27 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,16.0,Approved,16.0,Approve in Full,22.0,0.0
2004071359131,2004-06-22 00:00:00,2004-05-31 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,50.0,Settle,22.0,150.0
0814137M,2003-08-14 00:00:00,2003-06-13 00:00:00,ORD,Chicago O'Hare International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),172.73,Approved,172.73,Approve in Full,62.0,0.0
2005031778681,2005-02-24 00:00:00,2005-02-02 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,98.0,Approved,98.0,Approve in Full,22.0,0.0
0903137M,2003-09-03 00:00:00,2003-08-17 00:00:00,SJC,Norman Y Mineta San Jose International,American Airlines,Property Damage,Checked Baggage,Cameras - Digital,250.0,Settled,125.0,Settle,17.0,125.0
2004051150933,2004-03-11 00:00:00,2004-02-03 00:00:00,LAS,McCarran International,America West,Passenger Property Loss,Checked Baggage,Other,220.0,Denied,0.0,Deny,37.0,220.0
0305040L,2003-03-05 00:00:00,2003-01-27 00:00:00,LAX,Los Angeles International Airport,America Trans Air,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,850.0,Settled,425.0,Settle,37.0,425.0
2005091492487,2005-09-06 00:00:00,2005-07-14 00:00:00,GSP,Greenville-Spartanburg,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,314.94,Denied,0.0,Deny,54.0,314.94
2006051105924,2006-05-08 00:00:00,2006-05-01 00:00:00,LAS,McCarran International,Continental Airlines,Passenger Property Loss,Checked Baggage,Currency,524.0,Denied,0.0,Deny,7.0,524.0
2007051825642,2007-05-16 00:00:00,2007-03-12 00:00:00,TPA,Tampa International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Denied,0.0,Deny,65.0,50.0
2005063087804,2005-06-24 00:00:00,2005-05-31 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,438.99,Settled,348.91,Settle,24.0,90.07999999999998
2007102633972,2007-10-22 00:00:00,2007-05-26 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,345.95,Approved,345.95,Approve in Full,149.0,0.0
2007020920570,2007-02-06 00:00:00,2006-12-30 00:00:00,OGG,Kahului-Maui; HI,American Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,25.9,Denied,0.0,Deny,38.0,25.9
2004062256855,2004-05-28 00:00:00,2004-05-15 00:00:00,MSO,Missoula International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,730.45,Denied,0.0,Deny,13.0,730.45
2004051652364,2004-03-30 00:00:00,2004-03-19 00:00:00,MAF,Midland International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),156.96,Settled,78.48,Settle,11.0,78.48
2006011099200,2006-01-04 00:00:00,2005-12-04 00:00:00,ORF,Norfolk International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,480.68,Settled,309.06,Settle,31.0,171.62
2006041404624,2006-04-04 00:00:00,2006-03-18 00:00:00,ABQ,Albuquerque International Sunport Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,6.4,Approved,6.4,Approve in Full,17.0,0.0
2005032980273,2005-03-15 00:00:00,2004-02-21 00:00:00,MIA,Miami International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),180.0,Denied,0.0,Deny,388.0,180.0
2008070146422,2008-06-26 00:00:00,2008-01-08 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Dental Equipment and Instruments,250.0,Denied,0.0,Deny,170.0,250.0
1208027M,2003-12-08 00:00:00,2003-11-07 00:00:00,TPA,Tampa International,Continental Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,84.36,Approved,84.36,Approve in Full,31.0,0.0
2009102164578,2009-10-13 00:00:00,2009-09-18 16:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Continental Airlines,Property Damage,Checked Baggage,Computer - Laptop,664.55,Denied,0.0,Deny,24.0,664.55
2004062957754,2004-06-08 00:00:00,2004-05-26 00:00:00,JAX,Jacksonville International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,50.0,Settle,13.0,150.0
2007050124793,2007-04-27 00:00:00,2007-04-21 00:00:00,IAD,Washington Dulles International,Air France,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,6.0,200.0
0623021M,2003-06-23 00:00:00,2003-05-21 00:00:00,LGB,Long Beach,Jet Blue,Property Damage,Checkpoint,Luggage (all types including footlockers),60.0,Approved,60.0,Approve in Full,33.0,0.0
2008121153334,2008-12-08 00:00:00,2008-11-29 00:00:00,IND,Indianapolis International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,134.62,Denied,0.0,Deny,9.0,134.62
2007080829893,2007-08-06 00:00:00,2007-05-28 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,17.67,Denied,0.0,Deny,70.0,17.67
2006100413631,2006-10-02 00:00:00,2006-09-29 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,299.0,Denied,0.0,Deny,3.0,299.0
2007022621540,2007-02-22 00:00:00,2007-01-25 00:00:00,KOA,Kona International,Aloha Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,9.48,Approved,9.48,Approve in Full,28.0,0.0
2006040704227,2006-03-29 00:00:00,2006-03-18 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,30.0,Approved,30.0,Approve in Full,11.0,0.0
2009073062009,2009-07-28 00:00:00,2009-06-24 00:00:00,OMA,Eppley Airfield,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,35.0,Approved,35.0,Approve in Full,34.0,0.0
2004081060993,2004-07-15 00:00:00,2004-06-12 00:00:00,PDX,Portland International,UAL,Property Damage,Checked Baggage,Other,152.99,Denied,0.0,Deny,33.0,152.99
2004082761560,2004-07-27 00:00:00,2004-02-02 00:00:00,LGB,Long Beach,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),238.8,Denied,0.0,Deny,176.0,238.8
2007082430812,2007-08-22 00:00:00,2007-08-05 00:00:00,OGG,Kahului-Maui; HI,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),29.99,Settled,14.98,Settle,17.0,15.009999999999998
2004122770968,2004-11-29 00:00:00,2004-11-06 00:00:00,BOS,Boston (Logan) International Airport,Alaska Airlines,Personal Injury,Checked Baggage,Other,170.0,Approved,170.0,Approve in Full,23.0,0.0
2005110195489,2005-10-24 00:00:00,2005-10-01 00:00:00,CVG,Cincinnati/Northern Kentucky International,Northwest Airlines,Property Damage,Checked Baggage,Other,148.5,Denied,0.0,Deny,23.0,148.5
2004051251470,2004-05-04 00:00:00,2004-04-04 00:00:00,PHX,Phoenix Sky Harbor International,ATA Aerocondor,Property Damage,Checked Baggage,Luggage (all types including footlockers),99.99,Settled,50.0,Settle,30.0,49.989999999999995
2005112196303,2005-11-09 00:00:00,2005-10-22 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,28.5,Approved,28.5,Approve in Full,18.0,0.0
2006061407971,2006-06-13 00:00:00,2006-05-10 00:00:00,LIT,Little Rock National,Continental Airlines,Property Damage,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),125.0,Denied,0.0,Deny,34.0,125.0
2005121998026,2005-12-06 00:00:00,2005-11-25 00:00:00,ORF,Norfolk International,UAL,Passenger Property Loss,Checked Baggage,Locks,20.0,Approved,20.0,Approve in Full,11.0,0.0
2006062108299,2006-06-20 00:00:00,2006-06-12 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,22.88,Approved,22.88,Approve in Full,8.0,0.0
2004071459309,2004-06-29 00:00:00,2004-06-19 00:00:00,OAK,Metropolitan Oakland International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,110.0,Approved,110.0,Approve in Full,10.0,0.0
2009060859926,2009-06-02 00:00:00,2009-05-25 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks; Other,25.0,Denied,0.0,Deny,8.0,25.0
2006060707482,2006-06-05 00:00:00,2006-04-22 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),399.0,Settled,293.1,Settle,44.0,105.89999999999998
2008062346040,2008-07-26 00:00:00,2008-06-07 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,250.59,Denied,0.0,Deny,49.0,250.59
2005081290448,2005-08-02 00:00:00,2004-12-07 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Other,169.21,Denied,0.0,Deny,238.0,169.21
2007012619599,2007-01-19 00:00:00,2006-12-03 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,569.3,Denied,0.0,Deny,47.0,569.3
2005072789766,2005-07-25 00:00:00,2005-07-19 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,161.0,Denied,0.0,Deny,6.0,161.0
0811028M,2003-08-11 00:00:00,2003-07-02 00:00:00,SJC,Norman Y Mineta San Jose International,Delta Air Lines,Property Damage,Other,Luggage (all types including footlockers),92.0,Denied,0.0,Deny,40.0,92.0
2010010767300,2009-03-12 00:00:00,2009-07-30 00:00:00,BDL,Bradley International Airport,Delta Air Lines,Property Damage,Checkpoint,Handbags & Purses (leather or fabric),35.0,Approved,35.0,Approve in Full,-140.0,0.0
2006052306837,2006-05-22 00:00:00,2006-04-08 00:00:00,BDL,Bradley International Airport,Delta (Song),Property Damage,Checkpoint,MP3 Players-(iPods; etc),299.0,Settled,200.77,Settle,44.0,98.22999999999999
2006072009817,2006-07-18 00:00:00,2006-06-07 00:00:00,SEA,Seattle-Tacoma International,USAir,Passenger Property Loss,Checked Baggage,Dental Equipment and Instruments,119.99,Settled,60.0,Settle,41.0,59.989999999999995
2004122069667,2004-10-27 00:00:00,2004-10-06 00:00:00,IAD,Washington Dulles International,Iceland Air,Passenger Property Loss,Checked Baggage,Other,115.0,Settled,30.0,Settle,21.0,85.0
2005042583185,2005-04-25 00:00:00,2005-03-14 00:00:00,SAT,San Antonio International,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,191.98,Approved,191.98,Approve in Full,42.0,0.0
2005120196811,2005-11-16 00:00:00,2005-09-14 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),62.95,Settled,50.0,Settle,63.0,12.950000000000003
2007022021207,2007-02-16 00:00:00,2006-11-04 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Other,408.75,Denied,0.0,Deny,104.0,408.75
2005070688306,2005-06-30 00:00:00,2005-05-23 00:00:00,SMF,Sacramento International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,271.17,Denied,0.0,Deny,38.0,271.17
2006011199317,2006-01-06 00:00:00,2005-12-25 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Luggage (all types including footlockers),744.37,Denied,0.0,Deny,12.0,744.37
1126049M,2003-11-26 00:00:00,2003-11-09 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,135.0,Approved,135.0,Approve in Full,17.0,0.0
2007032022562,2007-03-13 00:00:00,2007-02-18 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checkpoint,Currency,105.0,Denied,0.0,Deny,23.0,105.0
